Country,Province/Territory,District/Agency,Region Type,Date,Indicators,Values,Unit
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Net Enrolment Rate (NER) of Male Children (14 - 16) enrolled in Secondary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Net Enrolment Rate (NER) of Male Children (14 - 16) enrolled in Secondary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Net Enrolment Rate (NER) of Male Children (14 - 16) enrolled in Secondary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Net Enrolment Rate (NER) of Male Children (14 - 16) enrolled in Secondary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Number of Male Children (14 - 16) enrolled in Secondary Schools - Rural,1269,Number
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Number of Male Children (14 - 16) enrolled in Secondary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Number of Male Children (14 - 16) enrolled in Secondary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Number of Male Children (14 - 16) enrolled in Secondary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Number of Male Children (14 - 16) enrolled in Secondary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Number of Male Children (14 - 16) enrolled in Secondary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Number of Male Children (14 - 16) enrolled in Secondary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Number of Male Children (14 - 16) enrolled in Secondary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Number of Male Children (14 - 16) enrolled in Secondary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Number of Male Children (14 - 16) enrolled in Secondary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Number of Male Children (14 - 16) enrolled in Secondary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Number of Male Children (14 - 16) enrolled in Secondary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Number of Male Children (14 - 16) enrolled in Secondary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Net Enrolment Rate (NER) of Female Children (14 - 16) enrolled in Secondary Schools - Rural,1.1,Percetage
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Net Enrolment Rate (NER) of Female Children (14 - 16) enrolled in Secondary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Net Enrolment Rate (NER) of Female Children (14 - 16) enrolled in Secondary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Net Enrolment Rate (NER) of Female Children (14 - 16) enrolled in Secondary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Net Enrolment Rate (NER) of Female Children (14 - 16) enrolled in Secondary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Net Enrolment Rate (NER) of Female Children (14 - 16) enrolled in Secondary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Net Enrolment Rate (NER) of Female Children (14 - 16) enrolled in Secondary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Net Enrolment Rate (NER) of Female Children (14 - 16) enrolled in Secondary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Net Enrolment Rate (NER) of Female Children (14 - 16) enrolled in Secondary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Net Enrolment Rate (NER) of Female Children (14 - 16) enrolled in Secondary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Net Enrolment Rate (NER) of Female Children (14 - 16) enrolled in Secondary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Net Enrolment Rate (NER) of Female Children (14 - 16) enrolled in Secondary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Net Enrolment Rate (NER) of Female Children (14 - 16) enrolled in Secondary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Number of Female Children (14 - 16) enrolled in Secondary Schools - Rural,1193,Number
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Number of Female Children (14 - 16) enrolled in Secondary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Number of Female Children (14 - 16) enrolled in Secondary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Number of Female Children (14 - 16) enrolled in Secondary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Number of Female Children (14 - 16) enrolled in Secondary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Number of Female Children (14 - 16) enrolled in Secondary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Number of Female Children (14 - 16) enrolled in Secondary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Number of Female Children (14 - 16) enrolled in Secondary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Number of Female Children (14 - 16) enrolled in Secondary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Number of Female Children (14 - 16) enrolled in Secondary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Number of Female Children (14 - 16) enrolled in Secondary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Number of Female Children (14 - 16) enrolled in Secondary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Number of Female Children (14 - 16) enrolled in Secondary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Net Enrolment Rate (NER) of Children (14 - 16) enrolled in Secondary Schools - Rural,5.3,Percetage
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Net Enrolment Rate (NER) of Children (14 - 16) enrolled in Secondary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Net Enrolment Rate (NER) of Children (14 - 16) enrolled in Secondary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Net Enrolment Rate (NER) of Children (14 - 16) enrolled in Secondary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Net Enrolment Rate (NER) of Children (14 - 16) enrolled in Secondary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Net Enrolment Rate (NER) of Children (14 - 16) enrolled in Secondary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Net Enrolment Rate (NER) of Children (14 - 16) enrolled in Secondary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Net Enrolment Rate (NER) of Children (14 - 16) enrolled in Secondary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Net Enrolment Rate (NER) of Children (14 - 16) enrolled in Secondary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Net Enrolment Rate (NER) of Children (14 - 16) enrolled in Secondary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Net Enrolment Rate (NER) of Children (14 - 16) enrolled in Secondary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Net Enrolment Rate (NER) of Children (14 - 16) enrolled in Secondary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Net Enrolment Rate (NER) of Children (14 - 16) enrolled in Secondary Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Number of Children (14 - 16) enrolled in Secondary Schools - Rural,2462,Number
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Number of Children (14 - 16) enrolled in Secondary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Number of Children (14 - 16) enrolled in Secondary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Number of Children (14 - 16) enrolled in Secondary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Number of Children (14 - 16) enrolled in Secondary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Number of Children (14 - 16) enrolled in Secondary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Number of Children (14 - 16) enrolled in Secondary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Number of Children (14 - 16) enrolled in Secondary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Number of Children (14 - 16) enrolled in Secondary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Number of Children (14 - 16) enrolled in Secondary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Number of Children (14 - 16) enrolled in Secondary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Number of Children (14 - 16) enrolled in Secondary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Number of Children (14 - 16) enrolled in Secondary Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Gender parity index (GPI) for Secondary School NER - Rural,0.12,Percetage
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Gender parity index (GPI) for Secondary School NER - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Gender parity index (GPI) for Secondary School NER - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Gender parity index (GPI) for Secondary School NER - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Gender parity index (GPI) for Secondary School NER - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Gender parity index (GPI) for Secondary School NER - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Gender parity index (GPI) for Secondary School NER - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Gender parity index (GPI) for Secondary School NER - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Gender parity index (GPI) for Secondary School NER - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Gender parity index (GPI) for Secondary School NER - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Gender parity index (GPI) for Secondary School NER - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Gender parity index (GPI) for Secondary School NER - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Gender parity index (GPI) for Secondary School NER - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Percentage of household male members age 10 years or more who are literate,33.8,Percetage
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Percentage of household male members age 10 years or more who are literate,25.7,Percetage
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Percentage of household male members age 10 years or more who are literate,11.7,Percetage
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Percentage of household male members age 10 years or more who are literate,20.6,Percetage
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Percentage of household male members age 10 years or more who are literate,54.6,Percetage
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Percentage of household male members age 10 years or more who are literate,16.4,Percetage
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Percentage of household male members age 10 years or more who are literate,62.1,Percetage
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Percentage of household male members age 10 years or more who are literate,14.9,Percetage
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Percentage of household male members age 10 years or more who are literate,54.3,Percetage
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Percentage of household male members age 10 years or more who are literate,35.1,Percetage
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Percentage of household male members age 10 years or more who are literate,27.1,Percetage
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Percentage of household male members age 10 years or more who are literate,27.5,Percetage
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Percentage of household male members age 10 years or more who are literate,31.9,Percetage
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Number of household male members age 10 years or more,11603,Number
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Number of household male members age 10 years or more,1334,Number
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Number of household male members age 10 years or more,984,Number
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Number of household male members age 10 years or more,485,Number
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Number of household male members age 10 years or more,857,Number
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Number of household male members age 10 years or more,598,Number
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Number of household male members age 10 years or more,828,Number
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Number of household male members age 10 years or more,241,Number
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Number of household male members age 10 years or more,1445,Number
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Number of household male members age 10 years or more,1204,Number
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Number of household male members age 10 years or more,1215,Number
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Number of household male members age 10 years or more,1218,Number
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Number of household male members age 10 years or more,1194,Number
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Percentage of household female members age 10 years or more who are literate,7.5,Percetage
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Percentage of household female members age 10 years or more who are literate,4.2,Percetage
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Percentage of household female members age 10 years or more who are literate,0.9,Percetage
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Percentage of household female members age 10 years or more who are literate,4.1,Percetage
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Percentage of household female members age 10 years or more who are literate,18.5,Percetage
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Percentage of household female members age 10 years or more who are literate,1.7,Percetage
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Percentage of household female members age 10 years or more who are literate,12.1,Percetage
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Percentage of household female members age 10 years or more who are literate,0.5,Percetage
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Percentage of household female members age 10 years or more who are literate,10.7,Percetage
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Percentage of household female members age 10 years or more who are literate,14.4,Percetage
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Percentage of household female members age 10 years or more who are literate,4.2,Percetage
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Percentage of household female members age 10 years or more who are literate,3.6,Percetage
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Percentage of household female members age 10 years or more who are literate,5.5,Percetage
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Number of household female members age 10 years or more,10485,Number
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Number of household female members age 10 years or more,1131,Number
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Number of household female members age 10 years or more,758,Number
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Number of household female members age 10 years or more,439,Number
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Number of household female members age 10 years or more,783,Number
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Number of household female members age 10 years or more,525,Number
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Number of household female members age 10 years or more,857,Number
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Number of household female members age 10 years or more,199,Number
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Number of household female members age 10 years or more,1418,Number
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Number of household female members age 10 years or more,1151,Number
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Number of household female members age 10 years or more,1177,Number
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Number of household female members age 10 years or more,1114,Number
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Number of household female members age 10 years or more,933,Number
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Percentage of household members age 10 years or more who are literate,21.4,Percetage
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Percentage of household members age 10 years or more who are literate,15.8,Percetage
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Percentage of household members age 10 years or more who are literate,7,Percetage
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Percentage of household members age 10 years or more who are literate,12.8,Percetage
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Percentage of household members age 10 years or more who are literate,37.4,Percetage
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Percentage of household members age 10 years or more who are literate,9.5,Percetage
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Percentage of household members age 10 years or more who are literate,36.7,Percetage
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Percentage of household members age 10 years or more who are literate,8.4,Percetage
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Percentage of household members age 10 years or more who are literate,32.7,Percetage
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Percentage of household members age 10 years or more who are literate,25,Percetage
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Percentage of household members age 10 years or more who are literate,15.8,Percetage
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Percentage of household members age 10 years or more who are literate,16.1,Percetage
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Percentage of household members age 10 years or more who are literate,20.3,Percetage
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Number of household members age 10 years or more,22088,Number
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Number of household members age 10 years or more,2465,Number
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Number of household members age 10 years or more,1742,Number
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Number of household members age 10 years or more,924,Number
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Number of household members age 10 years or more,1640,Number
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Number of household members age 10 years or more,1123,Number
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Number of household members age 10 years or more,1685,Number
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Number of household members age 10 years or more,440,Number
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Number of household members age 10 years or more,2863,Number
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Number of household members age 10 years or more,2355,Number
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Number of household members age 10 years or more,2392,Number
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Number of household members age 10 years or more,2332,Number
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Number of household members age 10 years or more,2127,Number
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Percentage of men age 10 years or more who are literate in Urban Area,66.5,Percetage
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Percentage of men age 10 years or more who are literate in Urban Area,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Percentage of men age 10 years or more who are literate in Urban Area,,Percetage
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Percentage of men age 10 years or more who are literate in Urban Area,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Percentage of men age 10 years or more who are literate in Urban Area,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Percentage of men age 10 years or more who are literate in Urban Area,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Percentage of men age 10 years or more who are literate in Urban Area,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Percentage of men age 10 years or more who are literate in Urban Area,,Percetage
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Percentage of men age 10 years or more who are literate in Urban Area,,Percetage
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Percentage of men age 10 years or more who are literate in Urban Area,,Percetage
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Percentage of men age 10 years or more who are literate in Urban Area,,Percetage
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Percentage of men age 10 years or more who are literate in Urban Area,,Percetage
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Percentage of men age 10 years or more who are literate in Urban Area,,Percetage
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Number of men age 10 years or more in Urban Area,517,Number
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Number of men age 10 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Number of men age 10 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Number of men age 10 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Number of men age 10 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Number of men age 10 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Number of men age 10 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Number of men age 10 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Number of men age 10 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Number of men age 10 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Number of men age 10 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Number of men age 10 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Number of men age 10 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Percentage of Women age 10 years or more who are literate in Urban Area,28.9,Percetage
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Percentage of Women age 10 years or more who are literate in Urban Area,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Percentage of Women age 10 years or more who are literate in Urban Area,,Percetage
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Percentage of Women age 10 years or more who are literate in Urban Area,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Percentage of Women age 10 years or more who are literate in Urban Area,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Percentage of Women age 10 years or more who are literate in Urban Area,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Percentage of Women age 10 years or more who are literate in Urban Area,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Percentage of Women age 10 years or more who are literate in Urban Area,,Percetage
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Percentage of Women age 10 years or more who are literate in Urban Area,,Percetage
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Percentage of Women age 10 years or more who are literate in Urban Area,,Percetage
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Percentage of Women age 10 years or more who are literate in Urban Area,,Percetage
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Percentage of Women age 10 years or more who are literate in Urban Area,,Percetage
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Percentage of Women age 10 years or more who are literate in Urban Area,,Percetage
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Number of Women age 10 years or more in Urban Area,543,Number
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Number of Women age 10 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Number of Women age 10 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Number of Women age 10 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Number of Women age 10 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Number of Women age 10 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Number of Women age 10 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Number of Women age 10 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Number of Women age 10 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Number of Women age 10 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Number of Women age 10 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Number of Women age 10 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Number of Women age 10 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Percentage of household members age 10 years or more in Urban Area who are literate,47.3,Percetage
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Percentage of household members age 10 years or more in Urban Area who are literate,,Percetage
