Country,Province/Territory,District/Agency,Region Type,Date,Indicator,Value,Unit
Pakistan,FATA,Mohmand,District,2012,GPI Primary Level Enrolment,0.65,Index
Pakistan,FATA,F.R Kohat,District,2012,GPI Primary Level Enrolment,0.53,Index
Pakistan,FATA,Orakzai,District,2012,GPI Primary Level Enrolment,0.65,Index
Pakistan,FATA,Khyber,District,2012,GPI Primary Level Enrolment,0.72,Index
Pakistan,FATA,F.R Peshawar,District,2012,GPI Primary Level Enrolment,0.84,Index
Pakistan,FATA,Total,District,2012,GPI Primary Level Enrolment,0.66,Index
Pakistan,FATA,FATA,Province,2012,Gross Enrolment Ratio Boys Schools,,Ratio
Pakistan,FATA,F.R D.I Khan ,District,2012,Gross Enrolment Ratio Boys Schools,96.69,Ratio
Pakistan,FATA,F.R Lakki,District,2012,Gross Enrolment Ratio Boys Schools,272.5,Ratio
Pakistan,FATA,F.R Tank,District,2012,Gross Enrolment Ratio Boys Schools,142.65,Ratio
Pakistan,FATA,S. Waziristan,District,2012,Gross Enrolment Ratio Boys Schools,24.57,Ratio
Pakistan,FATA,N. Waziristan ,District,2012,Gross Enrolment Ratio Boys Schools,65.1,Ratio
Pakistan,FATA,Kurram ,District,2012,Gross Enrolment Ratio Boys Schools,37.43,Ratio
Pakistan,FATA,F.R Bannu,District,2012,Gross Enrolment Ratio Boys Schools,358.33,Ratio
Pakistan,FATA,Bajaur,District,2012,Gross Enrolment Ratio Boys Schools,57,Ratio
Pakistan,FATA,Mohmand,District,2012,Gross Enrolment Ratio Boys Schools,46.31,Ratio
Pakistan,FATA,F.R Kohat,District,2012,Gross Enrolment Ratio Boys Schools,47.17,Ratio
Pakistan,FATA,Orakzai,District,2012,Gross Enrolment Ratio Boys Schools,36.18,Ratio
Pakistan,FATA,Khyber,District,2012,Gross Enrolment Ratio Boys Schools,35.67,Ratio
Pakistan,FATA,F.R Peshawar,District,2012,Gross Enrolment Ratio Boys Schools,73,Ratio
Pakistan,FATA,Total,District,2012,Gross Enrolment Ratio Boys Schools,48.06,Ratio
Pakistan,FATA,FATA,Province,2012,Gross Enrolment Ratio Girls Schools,,Ratio
Pakistan,FATA,F.R D.I Khan ,District,2012,Gross Enrolment Ratio Girls Schools,47.71,Ratio
Pakistan,FATA,F.R Lakki,District,2012,Gross Enrolment Ratio Girls Schools,262.95,Ratio
Pakistan,FATA,F.R Tank,District,2012,Gross Enrolment Ratio Girls Schools,164.16,Ratio
Pakistan,FATA,S. Waziristan,District,2012,Gross Enrolment Ratio Girls Schools,10.68,Ratio
Pakistan,FATA,N. Waziristan ,District,2012,Gross Enrolment Ratio Girls Schools,57.23,Ratio
Pakistan,FATA,Kurram ,District,2012,Gross Enrolment Ratio Girls Schools,21.32,Ratio
Pakistan,FATA,F.R Bannu,District,2012,Gross Enrolment Ratio Girls Schools,328.83,Ratio
Pakistan,FATA,Bajaur,District,2012,Gross Enrolment Ratio Girls Schools,23.28,Ratio
Pakistan,FATA,Mohmand,District,2012,Gross Enrolment Ratio Girls Schools,28.85,Ratio
Pakistan,FATA,F.R Kohat,District,2012,Gross Enrolment Ratio Girls Schools,24.02,Ratio
Pakistan,FATA,Orakzai,District,2012,Gross Enrolment Ratio Girls Schools,22.08,Ratio
Pakistan,FATA,Khyber,District,2012,Gross Enrolment Ratio Girls Schools,23.89,Ratio
Pakistan,FATA,F.R Peshawar,District,2012,Gross Enrolment Ratio Girls Schools,60.37,Ratio
Pakistan,FATA,Total,District,2012,Gross Enrolment Ratio Girls Schools,29.6,Ratio
Pakistan,FATA,FATA,Province,2012,Gross Enrolment Ratio Total Schools,,Ratio
Pakistan,FATA,F.R D.I Khan ,District,2012,Gross Enrolment Ratio Total Schools,70.92,Ratio
Pakistan,FATA,F.R Lakki,District,2012,Gross Enrolment Ratio Total Schools,268.77,Ratio
Pakistan,FATA,F.R Tank,District,2012,Gross Enrolment Ratio Total Schools,154,Ratio
Pakistan,FATA,S. Waziristan,District,2012,Gross Enrolment Ratio Total Schools,17.25,Ratio
Pakistan,FATA,N. Waziristan ,District,2012,Gross Enrolment Ratio Total Schools,60.94,Ratio
Pakistan,FATA,Kurram ,District,2012,Gross Enrolment Ratio Total Schools,29.09,Ratio
Pakistan,FATA,F.R Bannu,District,2012,Gross Enrolment Ratio Total Schools,343.77,Ratio
Pakistan,FATA,Bajaur,District,2012,Gross Enrolment Ratio Total Schools,39.74,Ratio
Pakistan,FATA,Mohmand,District,2012,Gross Enrolment Ratio Total Schools,37.37,Ratio
Pakistan,FATA,F.R Kohat,District,2012,Gross Enrolment Ratio Total Schools,35.37,Ratio
Pakistan,FATA,Orakzai,District,2012,Gross Enrolment Ratio Total Schools,28.93,Ratio
Pakistan,FATA,Khyber,District,2012,Gross Enrolment Ratio Total Schools,29.55,Ratio
Pakistan,FATA,F.R Peshawar,District,2012,Gross Enrolment Ratio Total Schools,66.65,Ratio
Pakistan,FATA,Total,District,2012,Gross Enrolment Ratio Total Schools,38.5,Ratio
Pakistan,FATA,FATA,Province,2012,GPI Gross Enrolment Ratio ,,Ratio
Pakistan,FATA,F.R D.I Khan ,District,2012,GPI Gross Enrolment Ratio ,0.49,Ratio
Pakistan,FATA,F.R Lakki,District,2012,GPI Gross Enrolment Ratio ,0.95,Ratio
Pakistan,FATA,F.R Tank,District,2012,GPI Gross Enrolment Ratio ,1.15,Ratio
Pakistan,FATA,S. Waziristan,District,2012,GPI Gross Enrolment Ratio ,0.43,Ratio
Pakistan,FATA,N. Waziristan ,District,2012,GPI Gross Enrolment Ratio ,0.88,Ratio
Pakistan,FATA,Kurram ,District,2012,GPI Gross Enrolment Ratio ,0.57,Ratio
Pakistan,FATA,F.R Bannu,District,2012,GPI Gross Enrolment Ratio ,0.92,Ratio
Pakistan,FATA,Bajaur,District,2012,GPI Gross Enrolment Ratio ,0.41,Ratio
Pakistan,FATA,Mohmand,District,2012,GPI Gross Enrolment Ratio ,0.62,Ratio
Pakistan,FATA,F.R Kohat,District,2012,GPI Gross Enrolment Ratio ,0.51,Ratio
Pakistan,FATA,Orakzai,District,2012,GPI Gross Enrolment Ratio ,0.61,Ratio
Pakistan,FATA,Khyber,District,2012,GPI Gross Enrolment Ratio ,0.67,Ratio
Pakistan,FATA,F.R Peshawar,District,2012,GPI Gross Enrolment Ratio ,0.83,Ratio
Pakistan,FATA,Total,District,2012,GPI Gross Enrolment Ratio ,0.62,Ratio
Pakistan,FATA,FATA,Province,2012,Net Enrolment Ratio Boys Schools,,Ratio
Pakistan,FATA,F.R D.I Khan ,District,2012,Net Enrolment Ratio Boys Schools,81.82,Ratio
Pakistan,FATA,F.R Lakki,District,2012,Net Enrolment Ratio Boys Schools,231.72,Ratio
Pakistan,FATA,F.R Tank,District,2012,Net Enrolment Ratio Boys Schools,125.12,Ratio
Pakistan,FATA,S. Waziristan,District,2012,Net Enrolment Ratio Boys Schools,20.26,Ratio
Pakistan,FATA,N. Waziristan ,District,2012,Net Enrolment Ratio Boys Schools,49.39,Ratio
Pakistan,FATA,Kurram ,District,2012,Net Enrolment Ratio Boys Schools,31.98,Ratio
Pakistan,FATA,F.R Bannu,District,2012,Net Enrolment Ratio Boys Schools,291.41,Ratio
Pakistan,FATA,Bajaur,District,2012,Net Enrolment Ratio Boys Schools,48.06,Ratio
Pakistan,FATA,Mohmand,District,2012,Net Enrolment Ratio Boys Schools,38.75,Ratio
Pakistan,FATA,F.R Kohat,District,2012,Net Enrolment Ratio Boys Schools,39.15,Ratio
Pakistan,FATA,Orakzai,District,2012,Net Enrolment Ratio Boys Schools,29.98,Ratio
Pakistan,FATA,Khyber,District,2012,Net Enrolment Ratio Boys Schools,28.53,Ratio
Pakistan,FATA,F.R Peshawar,District,2012,Net Enrolment Ratio Boys Schools,56.8,Ratio
Pakistan,FATA,Total,District,2012,Net Enrolment Ratio Boys Schools,39.5,Ratio
Pakistan,FATA,FATA,Province,2012,Net Enrolment Ratio Girls Schools,,Ratio
Pakistan,FATA,F.R D.I Khan ,District,2012,Net Enrolment Ratio Girls Schools,39.48,Ratio
Pakistan,FATA,F.R Lakki,District,2012,Net Enrolment Ratio Girls Schools,221.39,Ratio
Pakistan,FATA,F.R Tank,District,2012,Net Enrolment Ratio Girls Schools,136.43,Ratio
Pakistan,FATA,S. Waziristan,District,2012,Net Enrolment Ratio Girls Schools,9,Ratio
Pakistan,FATA,N. Waziristan ,District,2012,Net Enrolment Ratio Girls Schools,44.61,Ratio
Pakistan,FATA,Kurram ,District,2012,Net Enrolment Ratio Girls Schools,18.28,Ratio
Pakistan,FATA,F.R Bannu,District,2012,Net Enrolment Ratio Girls Schools,275.95,Ratio
Pakistan,FATA,Bajaur,District,2012,Net Enrolment Ratio Girls Schools,19.81,Ratio
Pakistan,FATA,Mohmand,District,2012,Net Enrolment Ratio Girls Schools,21.7,Ratio
Pakistan,FATA,F.R Kohat,District,2012,Net Enrolment Ratio Girls Schools,19.43,Ratio
Pakistan,FATA,Orakzai,District,2012,Net Enrolment Ratio Girls Schools,18.94,Ratio
Pakistan,FATA,Khyber,District,2012,Net Enrolment Ratio Girls Schools,16.7,Ratio
Pakistan,FATA,F.R Peshawar,District,2012,Net Enrolment Ratio Girls Schools,41.69,Ratio
Pakistan,FATA,Total,District,2012,Net Enrolment Ratio Girls Schools,23.52,Ratio
Pakistan,FATA,FATA,Province,2012,Net Enrolment Ratio Total  Schools,,Ratio
Pakistan,FATA,F.R D.I Khan ,District,2012,Net Enrolment Ratio Total  Schools,59.54,Ratio
Pakistan,FATA,F.R Lakki,District,2012,Net Enrolment Ratio Total  Schools,226.16,Ratio
Pakistan,FATA,F.R Tank,District,2012,Net Enrolment Ratio Total  Schools,131.09,Ratio
Pakistan,FATA,S. Waziristan,District,2012,Net Enrolment Ratio Total  Schools,14.32,Ratio
Pakistan,FATA,N. Waziristan ,District,2012,Net Enrolment Ratio Total  Schools,46.86,Ratio
Pakistan,FATA,Kurram ,District,2012,Net Enrolment Ratio Total  Schools,24.88,Ratio
Pakistan,FATA,F.R Bannu,District,2012,Net Enrolment Ratio Total  Schools,283.8,Ratio
Pakistan,FATA,Bajaur,District,2012,Net Enrolment Ratio Total  Schools,33.6,Ratio
Pakistan,FATA,Mohmand,District,2012,Net Enrolment Ratio Total  Schools,30.02,Ratio
Pakistan,FATA,F.R Kohat,District,2012,Net Enrolment Ratio Total  Schools,29.09,Ratio
Pakistan,FATA,Orakzai,District,2012,Net Enrolment Ratio Total  Schools,24.3,Ratio
Pakistan,FATA,Khyber,District,2012,Net Enrolment Ratio Total  Schools,22.39,Ratio
Pakistan,FATA,F.R Peshawar,District,2012,Net Enrolment Ratio Total  Schools,49.2,Ratio
Pakistan,FATA,Total,District,2012,Net Enrolment Ratio Total  Schools,31.22,Ratio
Pakistan,FATA,FATA,Province,2012,GPI Net Enrolment Ratio ,,Ratio
Pakistan,FATA,F.R D.I Khan ,District,2012,GPI Net Enrolment Ratio ,0.48,Ratio
Pakistan,FATA,F.R Lakki,District,2012,GPI Net Enrolment Ratio ,0.96,Ratio
Pakistan,FATA,F.R Tank,District,2012,GPI Net Enrolment Ratio ,1.09,Ratio
Pakistan,FATA,S. Waziristan,District,2012,GPI Net Enrolment Ratio ,0.44,Ratio
Pakistan,FATA,N. Waziristan ,District,2012,GPI Net Enrolment Ratio ,0.9,Ratio
Pakistan,FATA,Kurram ,District,2012,GPI Net Enrolment Ratio ,0.57,Ratio
Pakistan,FATA,F.R Bannu,District,2012,GPI Net Enrolment Ratio ,0.95,Ratio
Pakistan,FATA,Bajaur,District,2012,GPI Net Enrolment Ratio ,0.41,Ratio
Pakistan,FATA,Mohmand,District,2012,GPI Net Enrolment Ratio ,0.56,Ratio
Pakistan,FATA,F.R Kohat,District,2012,GPI Net Enrolment Ratio ,0.5,Ratio
Pakistan,FATA,Orakzai,District,2012,GPI Net Enrolment Ratio ,0.63,Ratio
Pakistan,FATA,Khyber,District,2012,GPI Net Enrolment Ratio ,0.59,Ratio
Pakistan,FATA,F.R Peshawar,District,2012,GPI Net Enrolment Ratio ,0.73,Ratio
Pakistan,FATA,Total,District,2012,GPI Net Enrolment Ratio ,0.6,Ratio
Pakistan,FATA,FATA,Province,2012,Transition Rate Boys Schools,,Percentage
Pakistan,FATA,F.R D.I Khan ,District,2012,Transition Rate Boys Schools,49,Percentage
Pakistan,FATA,F.R Lakki,District,2012,Transition Rate Boys Schools,58,Percentage
Pakistan,FATA,F.R Tank,District,2012,Transition Rate Boys Schools,47,Percentage
Pakistan,FATA,S. Waziristan,District,2012,Transition Rate Boys Schools,72,Percentage
Pakistan,FATA,N. Waziristan ,District,2012,Transition Rate Boys Schools,64,Percentage
Pakistan,FATA,Kurram ,District,2012,Transition Rate Boys Schools,106,Percentage
Pakistan,FATA,F.R Bannu,District,2012,Transition Rate Boys Schools,69,Percentage
Pakistan,FATA,Bajaur,District,2012,Transition Rate Boys Schools,80,Percentage
Pakistan,FATA,Mohmand,District,2012,Transition Rate Boys Schools,71,Percentage
Pakistan,FATA,F.R Kohat,District,2012,Transition Rate Boys Schools,85,Percentage
Pakistan,FATA,Orakzai,District,2012,Transition Rate Boys Schools,88,Percentage
Pakistan,FATA,Khyber,District,2012,Transition Rate Boys Schools,48,Percentage
Pakistan,FATA,F.R Peshawar,District,2012,Transition Rate Boys Schools,93,Percentage
Pakistan,FATA,Total,District,2012,Transition Rate Boys Schools,72,Percentage
Pakistan,FATA,FATA,Province,2012,Transition Rate Girls Schools,,Percentage
Pakistan,FATA,F.R D.I Khan ,District,2012,Transition Rate Girls Schools,15,Percentage
Pakistan,FATA,F.R Lakki,District,2012,Transition Rate Girls Schools,27,Percentage
Pakistan,FATA,F.R Tank,District,2012,Transition Rate Girls Schools,35,Percentage
Pakistan,FATA,S. Waziristan,District,2012,Transition Rate Girls Schools,27,Percentage
Pakistan,FATA,N. Waziristan ,District,2012,Transition Rate Girls Schools,30,Percentage
Pakistan,FATA,Kurram ,District,2012,Transition Rate Girls Schools,121,Percentage
Pakistan,FATA,F.R Bannu,District,2012,Transition Rate Girls Schools,13,Percentage
Pakistan,FATA,Bajaur,District,2012,Transition Rate Girls Schools,33,Percentage
Pakistan,FATA,Mohmand,District,2012,Transition Rate Girls Schools,39,Percentage
Pakistan,FATA,F.R Kohat,District,2012,Transition Rate Girls Schools,31,Percentage
Pakistan,FATA,Orakzai,District,2012,Transition Rate Girls Schools,68,Percentage
Pakistan,FATA,Khyber,District,2012,Transition Rate Girls Schools,33,Percentage
Pakistan,FATA,F.R Peshawar,District,2012,Transition Rate Girls Schools,51,Percentage
Pakistan,FATA,Total,District,2012,Transition Rate Girls Schools,41,Percentage
Pakistan,FATA,FATA,Province,2012,Transition Rate Total Schools,,Percentage
Pakistan,FATA,F.R D.I Khan ,District,2012,Transition Rate Total Schools,40,Percentage
Pakistan,FATA,F.R Lakki,District,2012,Transition Rate Total Schools,44,Percentage
Pakistan,FATA,F.R Tank,District,2012,Transition Rate Total Schools,41,Percentage
Pakistan,FATA,S. Waziristan,District,2012,Transition Rate Total Schools,59,Percentage
Pakistan,FATA,N. Waziristan ,District,2012,Transition Rate Total Schools,48,Percentage
Pakistan,FATA,Kurram ,District,2012,Transition Rate Total Schools,110,Percentage
Pakistan,FATA,F.R Bannu,District,2012,Transition Rate Total Schools,47,Percentage
Pakistan,FATA,Bajaur,District,2012,Transition Rate Total Schools,73,Percentage
Pakistan,FATA,Mohmand,District,2012,Transition Rate Total Schools,63,Percentage
Pakistan,FATA,F.R Kohat,District,2012,Transition Rate Total Schools,81,Percentage
Pakistan,FATA,Orakzai,District,2012,Transition Rate Total Schools,81,Percentage
Pakistan,FATA,Khyber,District,2012,Transition Rate Total Schools,44,Percentage
Pakistan,FATA,F.R Peshawar,District,2012,Transition Rate Total Schools,78,Percentage
Pakistan,FATA,Total,District,2012,Transition Rate Total Schools,63,Percentage
Pakistan,FATA,FATA,Province,2012,GPI Transition Rate,,Percentage
Pakistan,FATA,F.R D.I Khan ,District,2012,GPI Transition Rate,0.31,Percentage
Pakistan,FATA,F.R Lakki,District,2012,GPI Transition Rate,0.47,Percentage
Pakistan,FATA,F.R Tank,District,2012,GPI Transition Rate,0.74,Percentage
Pakistan,FATA,S. Waziristan,District,2012,GPI Transition Rate,0.38,Percentage
Pakistan,FATA,N. Waziristan ,District,2012,GPI Transition Rate,0.47,Percentage
Pakistan,FATA,Kurram ,District,2012,GPI Transition Rate,1.14,Percentage
Pakistan,FATA,F.R Bannu,District,2012,GPI Transition Rate,0.19,Percentage
Pakistan,FATA,Bajaur,District,2012,GPI Transition Rate,0.41,Percentage
Pakistan,FATA,Mohmand,District,2012,GPI Transition Rate,0.55,Percentage
Pakistan,FATA,F.R Kohat,District,2012,GPI Transition Rate,0.36,Percentage
Pakistan,FATA,Orakzai,District,2012,GPI Transition Rate,0.77,Percentage
Pakistan,FATA,Khyber,District,2012,GPI Transition Rate,0.69,Percentage
Pakistan,FATA,F.R Peshawar,District,2012,GPI Transition Rate,0.55,Percentage
Pakistan,FATA,Total,District,2012,GPI Transition Rate,0.57,Percentage
Pakistan,FATA,FATA,Province,2012,Student Teacher Ratio (STR) Boys Schools,,Ratio
Pakistan,FATA,F.R D.I Khan ,District,2012,Student Teacher Ratio (STR) Boys Schools,18,Ratio
Pakistan,FATA,F.R Lakki,District,2012,Student Teacher Ratio (STR) Boys Schools,18,Ratio
Pakistan,FATA,F.R Tank,District,2012,Student Teacher Ratio (STR) Boys Schools,17,Ratio
Pakistan,FATA,S. Waziristan,District,2012,Student Teacher Ratio (STR) Boys Schools,10,Ratio
Pakistan,FATA,N. Waziristan ,District,2012,Student Teacher Ratio (STR) Boys Schools,24,Ratio
Pakistan,FATA,Kurram ,District,2012,Student Teacher Ratio (STR) Boys Schools,24,Ratio
Pakistan,FATA,F.R Bannu,District,2012,Student Teacher Ratio (STR) Boys Schools,17,Ratio
Pakistan,FATA,Bajaur,District,2012,Student Teacher Ratio (STR) Boys Schools,62,Ratio
Pakistan,FATA,Mohmand,District,2012,Student Teacher Ratio (STR) Boys Schools,29,Ratio
Pakistan,FATA,F.R Kohat,District,2012,Student Teacher Ratio (STR) Boys Schools,21,Ratio
Pakistan,FATA,Orakzai,District,2012,Student Teacher Ratio (STR) Boys Schools,15,Ratio
Pakistan,FATA,Khyber,District,2012,Student Teacher Ratio (STR) Boys Schools,29,Ratio
Pakistan,FATA,F.R Peshawar,District,2012,Student Teacher Ratio (STR) Boys Schools,21,Ratio
Pakistan,FATA,Total,District,2012,Student Teacher Ratio (STR) Boys Schools,26,Ratio
Pakistan,FATA,FATA,Province,2012,Student Teacher Ratio (STR) Girls Schools,,Ratio
Pakistan,FATA,F.R D.I Khan ,District,2012,Student Teacher Ratio (STR) Girls Schools,20,Ratio
Pakistan,FATA,F.R Lakki,District,2012,Student Teacher Ratio (STR) Girls Schools,20,Ratio
Pakistan,FATA,F.R Tank,District,2012,Student Teacher Ratio (STR) Girls Schools,26,Ratio
Pakistan,FATA,S. Waziristan,District,2012,Student Teacher Ratio (STR) Girls Schools,11,Ratio
Pakistan,FATA,N. Waziristan ,District,2012,Student Teacher Ratio (STR) Girls Schools,41,Ratio
Pakistan,FATA,Kurram ,District,2012,Student Teacher Ratio (STR) Girls Schools,33,Ratio
Pakistan,FATA,F.R Bannu,District,2012,Student Teacher Ratio (STR) Girls Schools,24,Ratio
Pakistan,FATA,Bajaur,District,2012,Student Teacher Ratio (STR) Girls Schools,58,Ratio
Pakistan,FATA,Mohmand,District,2012,Student Teacher Ratio (STR) Girls Schools,32,Ratio
Pakistan,FATA,F.R Kohat,District,2012,Student Teacher Ratio (STR) Girls Schools,10,Ratio
Pakistan,FATA,Orakzai,District,2012,Student Teacher Ratio (STR) Girls Schools,20,Ratio
Pakistan,FATA,Khyber,District,2012,Student Teacher Ratio (STR) Girls Schools,32,Ratio
Pakistan,FATA,F.R Peshawar,District,2012,Student Teacher Ratio (STR) Girls Schools,23,Ratio
Pakistan,FATA,Total,District,2012,Student Teacher Ratio (STR) Girls Schools,30,Ratio
Pakistan,FATA,FATA,Province,2012,Student Teacher Ratio (STR) Total Schools,,Ratio
Pakistan,FATA,F.R D.I Khan ,District,2012,Student Teacher Ratio (STR) Total Schools,18,Ratio
Pakistan,FATA,F.R Lakki,District,2012,Student Teacher Ratio (STR) Total Schools,19,Ratio
Pakistan,FATA,F.R Tank,District,2012,Student Teacher Ratio (STR) Total Schools,21,Ratio
Pakistan,FATA,S. Waziristan,District,2012,Student Teacher Ratio (STR) Total Schools,11,Ratio
Pakistan,FATA,N. Waziristan ,District,2012,Student Teacher Ratio (STR) Total Schools,29,Ratio
Pakistan,FATA,Kurram ,District,2012,Student Teacher Ratio (STR) Total Schools,27,Ratio
Pakistan,FATA,F.R Bannu,District,2012,Student Teacher Ratio (STR) Total Schools,20,Ratio
Pakistan,FATA,Bajaur,District,2012,Student Teacher Ratio (STR) Total Schools,61,Ratio
Pakistan,FATA,Mohmand,District,2012,Student Teacher Ratio (STR) Total Schools,30,Ratio
Pakistan,FATA,F.R Kohat,District,2012,Student Teacher Ratio (STR) Total Schools,16,Ratio
Pakistan,FATA,Orakzai,District,2012,Student Teacher Ratio (STR) Total Schools,16,Ratio
Pakistan,FATA,Khyber,District,2012,Student Teacher Ratio (STR) Total Schools,30,Ratio
Pakistan,FATA,F.R Peshawar,District,2012,Student Teacher Ratio (STR) Total Schools,22,Ratio
Pakistan,FATA,Total,District,2012,Student Teacher Ratio (STR) Total Schools,27,Ratio
Pakistan,FATA,FATA,Province,2012,Student Classroom Ratio Boys Schools,,Ratio
Pakistan,FATA,F.R D.I Khan ,District,2012,Student Classroom Ratio Boys Schools,25,Ratio
Pakistan,FATA,F.R Lakki,District,2012,Student Classroom Ratio Boys Schools,28,Ratio
Pakistan,FATA,F.R Tank,District,2012,Student Classroom Ratio Boys Schools,27,Ratio
Pakistan,FATA,S. Waziristan,District,2012,Student Classroom Ratio Boys Schools,19,Ratio
Pakistan,FATA,N. Waziristan ,District,2012,Student Classroom Ratio Boys Schools,37,Ratio
Pakistan,FATA,Kurram ,District,2012,Student Classroom Ratio Boys Schools,34,Ratio
Pakistan,FATA,F.R Bannu,District,2012,Student Classroom Ratio Boys Schools,26,Ratio
Pakistan,FATA,Bajaur,District,2012,Student Classroom Ratio Boys Schools,95,Ratio
Pakistan,FATA,Mohmand,District,2012,Student Classroom Ratio Boys Schools,44,Ratio
Pakistan,FATA,F.R Kohat,District,2012,Student Classroom Ratio Boys Schools,54,Ratio
Pakistan,FATA,Orakzai,District,2012,Student Classroom Ratio Boys Schools,19,Ratio
Pakistan,FATA,Khyber,District,2012,Student Classroom Ratio Boys Schools,43,Ratio
Pakistan,FATA,F.R Peshawar,District,2012,Student Classroom Ratio Boys Schools,36,Ratio
Pakistan,FATA,Total,District,2012,Student Classroom Ratio Boys Schools,40,Ratio
Pakistan,FATA,FATA,Province,2012,Student Classroom Ratio Girls Schools,,Ratio
Pakistan,FATA,F.R D.I Khan ,District,2012,Student Classroom Ratio Girls Schools,26,Ratio
Pakistan,FATA,F.R Lakki,District,2012,Student Classroom Ratio Girls Schools,28,Ratio
Pakistan,FATA,F.R Tank,District,2012,Student Classroom Ratio Girls Schools,31,Ratio
Pakistan,FATA,S. Waziristan,District,2012,Student Classroom Ratio Girls Schools,14,Ratio
Pakistan,FATA,N. Waziristan ,District,2012,Student Classroom Ratio Girls Schools,42,Ratio
Pakistan,FATA,Kurram ,District,2012,Student Classroom Ratio Girls Schools,44,Ratio
Pakistan,FATA,F.R Bannu,District,2012,Student Classroom Ratio Girls Schools,28,Ratio
Pakistan,FATA,Bajaur,District,2012,Student Classroom Ratio Girls Schools,81,Ratio
Pakistan,FATA,Mohmand,District,2012,Student Classroom Ratio Girls Schools,46,Ratio
Pakistan,FATA,F.R Kohat,District,2012,Student Classroom Ratio Girls Schools,22,Ratio
Pakistan,FATA,Orakzai,District,2012,Student Classroom Ratio Girls Schools,18,Ratio
Pakistan,FATA,Khyber,District,2012,Student Classroom Ratio Girls Schools,44,Ratio
Pakistan,FATA,F.R Peshawar,District,2012,Student Classroom Ratio Girls Schools,29,Ratio
Pakistan,FATA,Total,District,2012,Student Classroom Ratio Girls Schools,37,Ratio
Pakistan,FATA,FATA,Province,2012,Student Classroom Ratio Total Schools,,Ratio
Pakistan,FATA,F.R D.I Khan ,District,2012,Student Classroom Ratio Total Schools,26,Ratio
Pakistan,FATA,F.R Lakki,District,2012,Student Classroom Ratio Total Schools,28,Ratio
Pakistan,FATA,F.R Tank,District,2012,Student Classroom Ratio Total Schools,29,Ratio
Pakistan,FATA,S. Waziristan,District,2012,Student Classroom Ratio Total Schools,17,Ratio
Pakistan,FATA,N. Waziristan ,District,2012,Student Classroom Ratio Total Schools,39,Ratio
Pakistan,FATA,Kurram ,District,2012,Student Classroom Ratio Total Schools,37,Ratio
Pakistan,FATA,F.R Bannu,District,2012,Student Classroom Ratio Total Schools,26,Ratio
Pakistan,FATA,Bajaur,District,2012,Student Classroom Ratio Total Schools,91,Ratio
Pakistan,FATA,Mohmand,District,2012,Student Classroom Ratio Total Schools,45,Ratio
Pakistan,FATA,F.R Kohat,District,2012,Student Classroom Ratio Total Schools,39,Ratio
Pakistan,FATA,Orakzai,District,2012,Student Classroom Ratio Total Schools,19,Ratio
Pakistan,FATA,Khyber,District,2012,Student Classroom Ratio Total Schools,43,Ratio
Pakistan,FATA,F.R Peshawar,District,2012,Student Classroom Ratio Total Schools,33,Ratio
Pakistan,FATA,Total,District,2012,Student Classroom Ratio Total Schools,39,Ratio
Pakistan,FATA,FATA,Province,2012,Secondary Level Enrolment Boys Schools,,Number
Pakistan,FATA,F.R D.I Khan ,District,2012,Secondary Level Enrolment Boys Schools,813,Number
Pakistan,FATA,F.R Lakki,District,2012,Secondary Level Enrolment Boys Schools,410,Number
Pakistan,FATA,F.R Tank,District,2012,Secondary Level Enrolment Boys Schools,692,Number
Pakistan,FATA,S. Waziristan,District,2012,Secondary Level Enrolment Boys Schools,2190,Number
Pakistan,FATA,N. Waziristan ,District,2012,Secondary Level Enrolment Boys Schools,5199,Number
Pakistan,FATA,Kurram ,District,2012,Secondary Level Enrolment Boys Schools,7403,Number
Pakistan,FATA,F.R Bannu,District,2012,Secondary Level Enrolment Boys Schools,3098,Number
Pakistan,FATA,Bajaur,District,2012,Secondary Level Enrolment Boys Schools,11835,Number
Pakistan,FATA,Mohmand,District,2012,Secondary Level Enrolment Boys Schools,5054,Number
Pakistan,FATA,F.R Kohat,District,2012,Secondary Level Enrolment Boys Schools,2854,Number
Pakistan,FATA,Orakzai,District,2012,Secondary Level Enrolment Boys Schools,2338,Number
Pakistan,FATA,Khyber,District,2012,Secondary Level Enrolment Boys Schools,6368,Number
Pakistan,FATA,F.R Peshawar,District,2012,Secondary Level Enrolment Boys Schools,2589,Number
Pakistan,FATA,Total,District,2012,Secondary Level Enrolment Boys Schools,50843,Number
Pakistan,FATA,FATA,Province,2012,Secondary Level Enrolment Girls Schools,,Number
Pakistan,FATA,F.R D.I Khan ,District,2012,Secondary Level Enrolment Girls Schools,86,Number
Pakistan,FATA,F.R Lakki,District,2012,Secondary Level Enrolment Girls Schools,109,Number
Pakistan,FATA,F.R Tank,District,2012,Secondary Level Enrolment Girls Schools,560,Number
Pakistan,FATA,S. Waziristan,District,2012,Secondary Level Enrolment Girls Schools,386,Number
Pakistan,FATA,N. Waziristan ,District,2012,Secondary Level Enrolment Girls Schools,1790,Number
Pakistan,FATA,Kurram ,District,2012,Secondary Level Enrolment Girls Schools,3901,Number
Pakistan,FATA,F.R Bannu,District,2012,Secondary Level Enrolment Girls Schools,336,Number
Pakistan,FATA,Bajaur,District,2012,Secondary Level Enrolment Girls Schools,698,Number
